O	 D	 AMOEBA	 FlowValue
25	91	0	-2.113176005
28	32	0	0.033153895
38	73	0	-0.810206691
149	58	0	0.170264213
13	56	0	0.009882549
116	131	0	0.153293349
7	44	0	-0.706366164
135	123	0	0.17444637
32	146	0	-0.059603018
1	115	0	0.123243965
2	99	0	1.11096524
148	134	0	0.875799469
115	77	0	0.153177522
133	33	0	0.787679139
122	25	0	0.052889994
51	31	0	0.077137981
143	120	0	-0.436558736
32	31	0	0.058007921
42	109	0	-11.44511844
81	62	0	2.709743267
134	64	0	0.990371723
27	6	0	0.878726344
101	51	0	-2.21850077
91	101	0	-1.874466583
132	126	0	-0.136604883
136	121	0	-0.05784779
46	145	0	0.016193526
102	18	0	2.618622493
141	131	0	0.222188259
71	123	0	0.508381855
91	146	0	0.656133017
8	51	0	-0.023296793
36	62	0	0.794415713
147	21	0	-0.223255971
21	121	0	-1.222481182
118	45	0	1.314952973
122	32	0	0.124408624
16	66	0	4.568037361
145	31	0	0.03556286
136	145	0	0.294924323
27	31	0	0.008561804
88	31	0	-1.224356297
123	80	0	0.416741814
95	123	0	0.57229872
132	101	0	-0.01560219
150	73	0	0.191441846
139	29	0	-5.281898096
32	49	0	0.255738196
71	112	0	0.490129152
146	73	0	0.908269049
40	17	0	0.119438839
39	75	0	0.10119888
116	145	0	0.117266857
99	123	0	0.196267039
100	75	0	1.05772965
46	11	0	0.324540662
90	33	0	-0.727568896
145	135	0	0.071591166
97	49	0	0.151651158
136	138	0	-5.990505798
27	103	0	0.726801625
122	43	0	-0.86653142
52	101	0	0.102258029
108	10	0	0.624777815
128	72	0	0.111897975
148	123	0	0.119376732
5	105	0	-0.407878394
149	122	0	0.086185564
27	20	0	0.263069802
138	49	0	0.176236457
139	133	0	-0.185008699
8	145	0	-0.009056741
146	49	0	-1.48879205
3	31	0	-0.245734004
132	108	0	0.467522389
25	46	0	4.135132978
8	82	0	-0.226146619
64	31	0	0.154104819
45	83	0	0.060500878
32	72	0	0.146047752
39	64	0	0.212050393
150	77	0	2.190387768
8	33	0	-0.907714159
48	72	0	0.097834056
144	118	0	0.071217998
145	120	0	0.061376277
58	17	0	-0.456376511
122	50	0	0.193993775
86	20	0	-0.778023153
123	137	0	0.016420813
73	33	0	-2.207260268
37	11	0	-0.318926576
81	33	0	-0.488346228
63	145	0	-0.059335584
92	101	0	-0.528006498
123	17	0	0.017267876
91	72	0	0.334077924
146	40	0	-0.733650821
108	40	0	0.216423861
106	84	0	-0.434364327
82	64	0	2.80467572
46	131	0	0.066641477
13	99	0	0.719357705
90	128	0	0.558505355
40	31	0	-0.09706644
39	121	0	-0.041406787
4	45	0	0.597088995
46	21	0	0.033475406
11	85	0	-5.239838071
13	71	0	-0.234666768
144	109	0	-0.179624901
2	71	0	-0.269223191
80	5	0	1.118089617
81	137	0	0.769793296
33	145	0	0.122289684
149	56	0	0
30	109	0	2.744448187
13	11	0	0.172910458
126	33	0	-2.255074823
23	86	0	0.16628103
8	64	0	-0.082129001
124	15	0	-1.088079825
31	145	0	0.313743533
78	55	0	-1.050959496
139	126	0	-2.993430354
93	31	0	0.05536287
97	68	0	-9.322734235
81	130	0	1.246847327
26	72	0	-0.051324284
138	91	0	3.278604802
23	11	0	0.230042056
52	114	0	0.642322383
148	16	0	0.042917802
141	79	0	3.537375727
55	116	0	1.746305449
2	10	0	0.11890351
82	50	0	-0.038984935
63	20	0	0.079527635
102	49	0	0.347139485
143	140	0	2.009395785
75	17	0	-0.149326219
115	134	0	3.583317998
80	100	0	0.096938597
26	32	0	0.299281226
63	101	0	0.06446004
46	39	0	0.267405904
68	112	0	-8.933142098
26	83	0	0.20127706
52	121	0	-0.236554997
148	31	0	0.309770612
77	79	0	-14.18599463
10	24	0	1.797154721
36	123	0	-0.165003829
141	72	0	0.024868952
55	77	0	-0.232530028
3	123	0	0.569376866
60	120	0	-2.312398656
63	29	0	0.354078513
28	17	0	-0.033277573
124	29	0	3.00353972
71	77	0	-0.069969359
51	33	0	0.272668467
145	100	0	0.258285517
112	17	0	-0.036455893
93	17	0	0.479385515
61	72	0	0.752197792
47	21	0	-0.429713086
108	101	0	0.216206043
128	43	0	0.416164225
19	121	0	0.085397295
148	38	0	0.207129551
45	31	0	0.039136881
29	132	0	-0.143821978
91	84	0	-3.153217668
23	125	0	0.104304235
26	131	0	0.458549819
84	125	0	-0.27935071
34	49	0	0.335059431
101	49	0	0.917431721
1	10	0	-0.485526373
8	36	0	0.48510228
100	29	0	0.566742833
46	49	0	0.117865982
144	73	0	0.023977464
145	93	0	0.497274665
19	17	0	0.413058689
137	126	0	-0.364591291
122	81	0	1.516390059
63	131	0	0.452459844
19	126	0	0.054489192
148	45	0	0.302799182
59	23	0	2.906774162
23	5	0	0.308902589
84	21	0	0.244877219
123	50	0	0.1114319
87	40	0	-0.519437065
146	7	0	-3.707741022
39	133	0	0.56259002
149	10	0	-0.187826892
25	20	0	0.08117497
136	49	0	0.108843324
28	103	0	0.258272567
104	48	0	0.44691786
50	52	0	1.138953035
107	45	0	-0.693043777
144	49	0	0.146198582
57	94	0	6.521110086
149	123	0	0.070525221
80	73	0	0.243832612
99	138	0	-1.02074386
46	56	0	0.180714827
144	64	0	-0.008612985
128	138	0	3.847814389
148	69	0	-0.241650786
22	33	0	8.98611084
40	98	0	15.75046872
78	91	0	-9.594698924
19	135	0	0.108122985
131	20	0	2.435595102
23	2	0	0.423951944
45	17	0	-0.008026227
49	86	0	7.107967811
32	10	0	-0.240983268
87	33	0	0.536142658
74	91	0	3.92211473
95	33	0	0.654811237
134	146	0	0.263835895
135	32	0	1.499823398
121	17	0	-0.317446226
104	55	0	0.307765303
32	121	0	0.038834036
144	40	0	-0.212122476
71	56	0	-0.269433704
110	109	0	-0.467166751
26	4	0	0.843520577
137	31	0	-0.111788013
46	67	0	2.345825001
19	31	0	0.120847533
147	82	0	1.054359003
97	121	0	2.31051028
78	133	0	0.26528296
100	146	0	2.495238892
29	138	0	-0.154679904
87	73	0	0.692536595
108	82	0	0.770230368
91	10	0	1.122354028
148	51	0	0.061034678
116	50	0	0.04889215
6	49	0	0.152402549
13	33	0	-0.268730992
87	62	0	0.809849367
149	28	0	0.089659034
82	17	0	0.459134346
63	49	0	0.218980995
104	62	0	3.15984954
124	33	0	-0.11210208
146	136	0	-2.442206539
2	133	0	0.101385108
150	117	0	3.863882147
26	15	0	-2.543805555
46	74	0	1.565418612
11	100	0	0.143803594
17	125	0	-1.495583173
