{(	145	,	80	):	0.085168625	,
(	27	,	80	):	1.00642707	,
(	50	,	80	):	0.026139693	,
(	28	,	80	):	0.646956843	,
(	48	,	80	):	0.358282971	,
(	104	,	80	):	0.443642268	,
(	5	,	80	):	0.119823961	,
(	8	,	80	):	0.063548581	,
(	149	,	80	):	0.020400246	,
(	123	,	80	):	0.416741814	,
(	45	,	80	):	0.016142038	,
(	13	,	80	):	0.014383572	,
(	134	,	80	):	0.081992594	,
(	148	,	80	):	0.012949169	,
(	23	,	80	):	0.256933625	,
(	29	,	80	):	0.34825386	,
(	71	,	80	):	0.03137182	,
(	52	,	80	):	0.629514639	,
(	100	,	80	):	0.201939674	,
(	19	,	80	):	0.233139705	,
(	141	,	80	):	0.281895178	,
(	46	,	80	):	0.079958598	,
(	80	,	92	):	6.248494497	,
(	148	,	92	):	0.287492843	,
(	145	,	93	):	0.497274665	,
(	65	,	93	):	47.00833909	,
(	29	,	93	):	1.109101272	,
(	122	,	81	):	1.516390059	,
(	13	,	81	):	0.452233451	,
(	150	,	117	):	3.863882147	,
(	45	,	124	):	0.14213137	,
(	46	,	124	):	0.037054687	,
(	28	,	22	):	0.685527868	,
(	122	,	22	):	0.225650444	,
(	123	,	22	):	0.365084495	,
(	112	,	22	):	0.088934472	,
(	149	,	54	):	0.132919875	,
(	145	,	23	):	1.352083302	,
(	59	,	23	):	2.906774162	,
(	13	,	23	):	0.318620247	,
(	138	,	62	):	0.079957112	,
(	1	,	62	):	0.490666828	,
(	2	,	62	):	0.343321106	,
(	26	,	62	):	0.713820747	,
(	3	,	62	):	0.281157068	,
(	27	,	62	):	0.391840251	,
(	4	,	62	):	0.330729316	,
(	108	,	62	):	0.740580768	,
(	50	,	62	):	0.815764145	,
(	28	,	62	):	0.324898886	,
(	43	,	62	):	0.178886856	,
(	48	,	62	):	0.745416559	,
(	104	,	62	):	3.15984954	,
(	80	,	62	):	0.814676645	,
(	81	,	62	):	2.709743267	,
(	47	,	62	):	21.93900774	,
(	84	,	62	):	0.693227648	,
(	146	,	62	):	0.303464568	,
(	144	,	62	):	0.734358572	,
(	63	,	62	):	0.346483044	,
(	136	,	62	):	1.10027867	,
(	87	,	62	):	0.809849367	,
(	148	,	62	):	0.347240402	,
(	23	,	62	):	0.600204064	,
(	93	,	62	):	0.527862853	,
(	52	,	62	):	0.415102746	,
(	72	,	62	):	1.503529739	,
(	55	,	62	):	0.667421766	,
(	137	,	62	):	3.197562143	,
(	17	,	62	):	2.723031165	,
(	116	,	62	):	1.420254961	,
(	119	,	62	):	2.712214247	,
(	36	,	62	):	0.794415713	,
(	141	,	62	):	0.721833684	,
(	145	,	128	):	0.076731162	,
(	3	,	128	):	2.127040717	,
(	27	,	128	):	0.247032787	,
(	108	,	128	):	0.215489384	,
(	59	,	128	):	0.166901077	,
(	104	,	128	):	0.106753886	,
(	6	,	128	):	2.119128237	,
(	83	,	128	):	5.818688092	,
(	149	,	128	):	0.035677348	,
(	144	,	128	):	0.202023679	,
(	45	,	128	):	0.066726167	,
(	40	,	128	):	0.343715784	,
(	136	,	128	):	0.690920797	,
(	66	,	128	):	1.689872644	,
(	118	,	128	):	1.181599983	,
(	90	,	128	):	0.558505355	,
(	148	,	128	):	0.054900349	,
(	23	,	128	):	0.266595922	,
(	29	,	128	):	0.332209204	,
(	52	,	128	):	0.065629707	,
(	72	,	128	):	0.222378698	,
(	150	,	128	):	0.040732466	,
(	32	,	128	):	0.095709892	,
(	137	,	128	):	0.219914116	,
(	35	,	128	):	0.07843935	,
(	74	,	128	):	6.885675408	,
(	147	,	128	):	2.509055825	,
(	19	,	128	):	0.265855746	,
(	54	,	128	):	0.07917201	,
(	3	,	24	):	1.373441256	,
(	139	,	24	):	1.122150216	,
(	149	,	24	):	0.043194467	,
(	10	,	24	):	1.797154721	,
(	138	,	82	):	0.267227614	,
(	1	,	82	):	0.638912614	,
(	135	,	82	):	0.22682701	,
(	2	,	82	):	0.368567182	,
(	26	,	82	):	0.132014281	,
(	27	,	82	):	0.208342871	,
(	108	,	82	):	0.770230368	,
(	28	,	82	):	0.413659638	,
(	8	,	82	):	0.059512268	,
(	149	,	82	):	0.150448066	,
(	63	,	82	):	0.140362881	,
(	112	,	82	):	0.451880603	,
(	90	,	82	):	3.355549782	,
(	87	,	82	):	0.175755029	,
(	148	,	82	):	0.371076945	,
(	113	,	82	):	0.70288745	,
(	29	,	82	):	0.066709305	,
(	71	,	82	):	0.105765214	,
(	126	,	82	):	7.146034299	,
(	31	,	82	):	0.664300874	,
(	55	,	82	):	0.730019424	,
(	17	,	82	):	0.490275712	,
(	99	,	82	):	0.816639117	,
(	147	,	82	):	1.054359003	,
(	116	,	82	):	0.40069432	,
(	75	,	82	):	2.278078336	,
(	46	,	82	):	0.280208828	,
(	8	,	1	):	0.251759826	,
(	148	,	1	):	0.153901811	,
(	1	,	75	):	0.71930364	,
(	135	,	75	):	0.612881913	,
(	4	,	75	):	0.181006854	,
(	28	,	75	):	2.76884731	,
(	149	,	75	):	0.191639287	,
(	45	,	75	):	0.110282044	,
(	63	,	75	):	0.25283841	,
(	110	,	75	):	1.389757642	,
(	29	,	75	):	0.456626163	,
(	93	,	75	):	0.520015074	,
(	71	,	75	):	2.143315747	,
(	41	,	75	):	4.424258532	,
(	100	,	75	):	1.05772965	,
(	19	,	75	):	0.512626989	,
(	103	,	75	):	6.247610227	,
(	54	,	75	):	0.040501803	,
(	39	,	75	):	0.10119888	,
(	145	,	94	):	0.658702504	,
(	57	,	94	):	6.521110086	,
(	145	,	83	):	0.092217595	,
(	1	,	83	):	0.138903053	,
(	26	,	83	):	0.20127706	,
(	3	,	83	):	1.215600012	,
(	28	,	83	):	0.133782902	,
(	122	,	83	):	0.148745133	,
(	133	,	83	):	1.837201902	,
(	45	,	83	):	0.141168715	,
(	137	,	83	):	0.09216572	,
(	99	,	83	):	0.453941987	,
(	35	,	83	):	0.345175229	,
(	147	,	83	):	0.240444065	,
(	116	,	83	):	0.438611455	,
(	36	,	83	):	4.197973491	,
(	46	,	83	):	0.2481622	,
(	78	,	83	):	1.42412729	,
(	4	,	95	):	0.437415966	,
(	123	,	95	):	0.394708435	,
(	144	,	95	):	0.20730193	,
(	45	,	95	):	0.357270416	,
(	13	,	95	):	0.061949275	,
(	95	,	95	):	4.997021123	,
